,2B,3B,BA,BB,HBP,HOF,HR,IBB,OBP,OPS,SB,SF,SLG,firstName,games,hits,lastName,player_id,runs,seasons,WAR
1890,0.01,0.01,0.125,0.01,0.0,N,0.01,0.01,0.1259351620947631,0.25843516209476314,0.01,0.01,0.1325,Charles Jay,3.0,1.0,Swindells,swindch01,0.01,1.0,-0.07
1891,67.00999999999999,35.019999999999996,0.2576744186046512,88.00999999999999,5.0,N,5.05,0.08,0.2884458492525935,0.6169109655316631,66.02,0.08,0.3284651162790697,Robert Alexander,595.0,554.0,Unglaub,unglabo01,188.0,8.0,7.12
1892,0.01,0.01,0.01,0.01,0.0,N,0.01,0.01,0.0196078431372549,0.08960784313725491,0.01,0.01,0.07,Harry Henry,1.0,0.01,Vahrenhorst,vahreha01,0.01,1.0,-0.03
1893,2.01,0.02,0.25,3.01,0.0,N,0.02,0.02,0.2978949606634063,0.5958495061179517,2.01,0.02,0.2979545454545454,Edward Eugene,13.0,11.0,Van Buren,vanbude01,2.01,2.0,0.02
1894,4.01,1.02,0.22705314009661837,19.0,3.0,N,0.03,0.03,0.3012705759070864,0.557985551752497,7.0,0.03,0.25671497584541064,Ernest Augustus,64.0,47.0,Vinson,vinsoru01,26.0,3.0,-0.47
1895,0.01,0.01,0.002,0.01,0.0,N,0.01,0.01,0.003984063745019921,0.017984063745019922,0.01,0.01,0.014000000000000002,John Wallace,1.0,0.01,White,whiteja01,1.0,1.0,-0.11
1896,15.0,3.01,0.18256130790190736,26.0,3.0,N,0.02,0.02,0.24241199939397,0.48241199939397,11.0,0.02,0.24,Orville Francis,108.0,67.0,Woodruff,woodrsa01,26.0,2.0,-1.26
1897,0.01,0.01,0.17391304347826086,4.0,0.0,N,0.01,0.01,0.29618659755646054,0.47270833668689527,0.01,0.01,0.17652173913043476,Reuben Alexander,11.0,4.0,Adams,adamsri01,1.0,1.0,0.12
1898,11.01,1.03,0.14932394366197183,52.0,2.0,N,0.04,0.04,0.2616125562292196,0.4480914294686562,6.01,0.04,0.18647887323943663,Charles Anthony,131.0,53.01,Armbruster,armbrch01,24.01,4.0,-0.58
1899,25.01,8.01,0.2247191011235955,78.0,11.0,N,0.05,0.05,0.31084201984894827,0.5933981996242292,39.01,0.05,0.2825561797752809,William Joseph,199.0,160.0,Barbeau,barbeja01,96.0,5.0,0.87
1900,2.0,1.0,0.16666666666666666,3.0,0.0,N,0.01,0.01,0.2063164577051262,0.4401497910384595,2.0,0.01,0.2338333333333333,Harry Lamb,29.0,10.0,Barton,bartoha01,5.0,1.0,-0.23
1901,4.0,1.02,0.22477064220183487,7.01,0.0,N,0.03,0.03,0.24888908638464274,0.5017789946415234,6.0,0.03,0.25288990825688074,Clifford Douglas,95.0,49.0,Blankenship,blankcl01,16.0,3.0,-0.68
1902,95.0,32.010000000000005,0.2552170784360758,557.0,32.0,N,2.0999999999999996,0.11999999999999998,0.3474061183828907,0.642277790246647,136.0,0.11999999999999998,0.2948716718637563,Albert Henry,1252.0,1064.0,Bridwell,bridwal01,457.0,12.0,19.29
1903,0.01,0.01,0.01,0.01,0.0,N,0.01,0.01,0.0196078431372549,0.08960784313725491,0.01,0.01,0.07,Andrew,1.0,0.01,Bruckmiller,bruckan01,0.01,1.0,-0.01
1904,1.03,2.02,0.11538461538461539,4.02,1.0,N,0.04,0.04,0.1482304161113579,0.3035381084190502,1.03,0.04,0.1553076923076923,William James,70.0,15.0,Campbell,campbbi01,4.0,4.0,-0.58
1905,1.03,2.0199999999999996,0.15151515151515152,21.0,0.0,N,0.04,0.04,0.23283418553688826,0.41056145826416096,0.04,0.04,0.1777272727272727,Charles William,94.0,30.0,Chech,chechch01,20.0,4.0,-0.22
1906,11.0,3.0,0.2290748898678414,4.0,1.0,N,2.0,0.01,0.2456790655575191,0.5760755413284442,3.0,0.01,0.3303964757709251,William Edward,56.0,52.0,Clancy,clancbi01,23.0,1.0,-0.64
1907,64.02,20.050000000000004,0.25391276041666666,138.01,7.0,N,6.0699999999999985,0.09999999999999999,0.3182521176358618,0.6518068051358619,16.05,0.10999999999999999,0.3335546875,Jay Justin,506.0,390.01,Clarke,clarkni01,157.01,11.0,8.9
1908,42.01,19.009999999999998,0.2669172932330827,99.0,8.0,N,2.0599999999999996,0.08,0.321485233946614,0.6532220760518772,83.0,0.08,0.33173684210526316,Otis Edgar,385.0,355.0,Clymer,clymeot01,182.0,8.0,2.96
1909,0.01,0.01,0.10526315789473684,4.0,0.0,N,0.01,0.01,0.19043084979766722,0.29727295506082513,2.0,0.01,0.10684210526315789,James,13.0,4.0,Cockman,cockmji01,5.0,1.0,-0.35
1910,0.01,0.01,0.0033333333333333335,0.01,0.0,N,0.01,0.01,0.006622516556291392,0.029955849889624728,0.01,0.01,0.023333333333333334,Philip Clarence,1.0,0.01,Cooney,cooneph01,0.01,1.0,-0.07
1911,1.0,0.01,0.2222222222222222,1.0,0.0,N,0.01,0.01,0.2997002997002997,0.6385891885891886,1.0,0.01,0.33888888888888885,Frederick Marion,2.0,2.0,Curtis,curtifr01,0.01,1.0,0.04
1912,2.01,1.01,0.23349999999999999,5.01,0.0,N,0.02,0.02,0.29248039366446255,0.5941470603311292,1.01,0.02,0.30166666666666664,Edward Arthur,16.0,14.01,DeGroff,degroru01,4.0,2.0,-0.08
1913,22.009999999999998,22.02,0.22616632860040567,66.0,7.0,N,5.039999999999999,0.07,0.2794904963788985,0.5879793401922859,50.019999999999996,0.07,0.3084888438133874,Frank George,287.0,223.0,Delahanty,delahfr01,109.00999999999999,7.0,-1.53
1914,244.0,81.0,0.2302158273381295,370.0,34.0,N,15.03,0.15,0.27894658486323,0.584633384260921,173.01,0.15,0.3056867993976911,Michael Joseph,1728.0,1376.0,Doolin,doolami01,513.0,15.0,13.43
1915,1.02,3.0,0.2037037037037037,0.03,1.0,N,0.03,0.03,0.21116816431322208,0.48070520135025907,1.02,0.03,0.269537037037037,John Franklin,50.0,22.0,Eubank,eubanjo01,10.0,3.0,0.08
1916,0.01,0.01,1.0,0.01,0.0,N,0.01,0.01,0.6666666666666667,7.666666666666668,0.01,0.01,7.000000000000001,Charles Augustus,1.0,0.01,Fallon,falloch01,0.01,1.0,0.0
1917,1.0,1.0,0.28,1.0,0.0,N,0.01,0.01,0.3075740099961553,0.7087740099961553,3.0,0.01,0.4012,James Paul,7.0,7.0,Flanagan,flanast01,7.0,1.0,0.35
1918,44.0,24.01,0.25364020666979803,177.0,6.0,N,2.0399999999999996,0.060000000000000005,0.3127081477124296,0.6124451134240313,112.0,0.060000000000000005,0.2997369657116017,Robert Stephen,572.0,540.0,Ganley,ganlebo01,246.0,6.0,6.24
1919,0.01,0.01,0.0033333333333333335,0.01,0.0,N,0.01,0.01,0.006622516556291392,0.029955849889624728,0.01,0.01,0.023333333333333334,Charles Ellsworth,1.0,0.01,Gibson,gibsoch01,0.01,1.0,-0.06
1920,142.0,49.019999999999996,0.2364936440677966,286.01,26.0,N,15.069999999999999,0.13999999999999999,0.29475679708425573,0.6067933436944253,40.03,0.13999999999999999,0.3120365466101695,George C.,1213.0,893.0,Gibson,gibsoge01,295.01,14.0,15.09
1921,3.0,1.01,0.211864406779661,9.0,4.0,N,0.02,0.02,0.25299172757208255,0.48638155808055716,9.0,0.02,0.2333898305084746,John Henry,81.0,50.0,Godwin,godwijo01,15.0,2.0,-1.07
1922,84.02,44.019999999999996,0.25761421319796957,190.01,36.0,N,9.06,0.11999999999999998,0.3223815020867678,0.6642765951493734,104.00999999999999,0.11999999999999998,0.3418950930626057,Wilbur David,749.0,609.0,Good,goodwi01,324.0,12.0,3.59
1923,0.01,0.01,1.0,0.01,0.0,N,0.01,0.01,0.6666666666666667,7.666666666666668,0.01,0.01,7.000000000000001,Archibald Wright,1.0,0.01,Graham,grahamo01,0.01,1.0,0.0
1924,79.00999999999999,30.03,0.24933530280649926,233.01,11.0,Y,5.069999999999999,0.10999999999999999,0.2997999515033947,0.5947128023158024,153.01,0.10999999999999999,0.29491285081240765,Edward Leslie,990.0,844.0,Grant,granted01,399.0,11.0,4.37
1925,31.0,16.0,0.25615212527964204,60.0,6.0,N,4.02,0.03,0.30728206410216347,0.6473939209254297,15.0,0.03,0.3401118568232662,Myron Frederick,259.0,229.0,Grimshaw,grimsmy01,104.0,3.0,2.75
1926,42.0,20.040000000000003,0.23667481662591688,258.0,44.0,N,1.06,0.07,0.3348856233516682,0.6132523715179274,59.01,0.07,0.27836674816625917,William Edgar,553.0,484.0,Hahn,hahned01,291.0,7.0,6.12
1927,0.02,0.02,0.06733333333333333,0.02,0.0,N,0.02,0.02,0.0684840425531915,0.14381737588652482,0.02,0.02,0.07533333333333334,Harry,8.0,1.01,Hardy,hardyha01,1.01,2.0,-0.16
1928,2.0199999999999996,0.03,0.16216216216216217,4.01,0.0,N,0.03,0.03,0.19132475660639775,0.37303646831810944,0.03,0.03,0.1817117117117117,Joseph Lionel White,45.0,18.0,Harris,harrijo02,3.01,3.0,-0.29
1929,1.02,0.03,0.2125984251968504,10.0,1.0,N,0.03,0.03,0.27530247047743245,0.4971134940994797,1.02,0.03,0.22181102362204724,James Henry,57.0,27.0,Hart,harthu01,10.0,3.0,0.08
1930,4.01,2.0199999999999996,0.2366994885886574,7.01,1.0,N,0.03,0.02,0.28063866513233604,0.5794708153498768,1.02,0.02,0.2988321502175407,Homer Hiller Henry,47.0,31.01,Hillebrand,hilleho01,10.01,3.0,-0.22
1931,5.01,2.01,0.24489795918367346,8.0,1.0,N,0.02,0.02,0.27802165642376353,0.5692971666278452,4.01,0.02,0.29127551020408166,John Herby,52.0,48.0,Himes,himesja01,13.0,2.0,-0.07
1932,128.01,69.01,0.2605980939861978,298.0,48.0,Y,20.040000000000003,0.09999999999999999,0.3360774246850196,0.7038559327362848,85.01,0.09999999999999999,0.3677785080512652,William White,908.0,793.0,Hinchman,hinchbi01,364.01,10.0,13.48
1933,2.0199999999999996,0.04,0.11570247933884298,10.0,0.0,N,1.03,0.04,0.1507697190922076,0.2879184794227861,1.03,0.04,0.1371487603305785,William Johnston,117.0,28.0,Hogg,hoggbi01,17.0,4.0,-1.61
1934,128.0,84.0,0.2537122375832053,346.0,11.0,N,29.040000000000003,0.11999999999999998,0.3162003415339001,0.6679975765569415,117.0,0.11999999999999998,0.35179723502304144,John Edwin,1161.0,991.0,Hummel,hummejo01,421.0,12.0,11.75
1935,0.01,0.01,0.2,0.01,0.0,N,0.01,0.01,0.201195219123506,0.413195219123506,0.01,0.01,0.21200000000000002,Oliver Tracy,4.0,1.0,Johns,johnsol01,2.0,1.0,-0.03
1936,4.0,1.0,0.21481481481481482,4.0,2.0,N,0.01,0.01,0.248209346854833,0.5076908283363145,1.0,0.01,0.2594814814814815,Nicholas Alexander,40.0,29.0,Kahl,kahlni01,16.0,1.0,-0.05
1937,178.0,48.019999999999996,0.24681136719624078,485.0,36.0,Y,8.059999999999999,0.11999999999999998,0.325443075517222,0.6389852549757138,143.01,0.11999999999999998,0.31354217945849183,Franz Otto,1278.0,1103.0,Knabe,knabeot01,572.01,12.0,9.47
1938,96.0,24.01,0.23873873873873874,211.0,24.0,N,14.04,0.09,0.30043910330483015,0.6090502144159413,86.0,0.09,0.3086111111111111,John Wesley,767.0,636.0,Knight,knighjo02,301.0,9.0,4.51
1939,10.0,5.0,0.21311475409836064,9.0,2.0,N,0.01,0.01,0.24704913532802636,0.5422540533608132,3.0,0.01,0.29520491803278687,Charles Elmer,79.0,52.0,Knoll,knollpu01,24.0,1.0,-0.34
1940,15.0,7.0,0.23268698060941828,56.0,8.0,N,2.01,0.02,0.2951578840233073,0.5763628701728918,31.0,0.02,0.2812049861495845,Bernard James,208.0,168.0,Koehler,koehlbe01,82.0,2.0,0.87
1941,198.0,79.00999999999999,0.2813390313390313,288.0,27.0,N,15.049999999999999,0.12999999999999998,0.3313357469301743,0.7079193176804117,101.0,0.12999999999999998,0.37658357075023746,Frank Breyfogle,1194.0,1185.0,LaPorte,laporfr01,501.0,13.0,17.35
1942,0.01,0.01,0.0016666666666666668,1.0,0.0,N,0.01,0.01,0.14407988587731813,0.15574655254398478,0.01,0.01,0.011666666666666667,Emil Bohmiel,2.0,0.01,Leber,leberem01,1.0,1.0,-0.08
1943,0.03,0.03,0.1308695652173913,1.02,0.0,N,0.03,0.03,0.16756756756756755,0.3062632197414806,0.03,0.03,0.13869565217391303,Louis Paul,15.0,3.01,LeRoy,leroylo01,1.02,3.0,-0.14
1944,33.0,13.0,0.24169014084507043,95.0,3.0,N,4.02,0.04,0.28136078247127666,0.5630847261332486,55.0,0.04,0.28172394366197184,Philip,508.0,429.0,Lewis,lewisph01,146.0,4.0,1.39
1945,30.0,3.0,0.24154589371980675,63.0,8.0,N,0.02,0.02,0.30143934506462594,0.5865359634221139,28.0,0.02,0.28509661835748795,Christian Haller,229.0,200.0,Lindsay,lindsch01,97.0,2.0,-1.61
1946,0.01,0.01,0.25,1.0,0.0,N,0.01,0.01,0.2939447383891828,0.5476947383891828,0.01,0.01,0.25375,Edward M.,4.0,4.0,MacGamwell,macgaed01,0.01,1.0,-0.13
1947,7.0,2.0,0.2521489971346705,22.0,2.0,N,1.0,0.01,0.30026004664754297,0.5925236569627292,13.0,0.01,0.2922636103151863,Charles Francis,102.0,88.0,Malay,malaych01,33.0,1.0,-0.44
1948,0.02,0.02,0.09181818181818181,0.02,0.0,N,0.02,0.02,0.09329710144927537,0.1960243741765481,0.02,0.02,0.10272727272727274,William John,4.0,1.01,McCarthy,mccarbi01,1.01,2.0,-0.35
1949,2.01,0.02,0.23102564102564102,2.01,0.0,N,0.02,0.02,0.2685839629539361,0.5537121680821412,0.02,0.02,0.2851282051282051,Joseph Nicodemus,16.0,9.01,McCarthy,mccarjo02,3.01,2.0,0.1
1950,1.0,0.01,0.11363636363636363,4.0,1.0,N,0.01,0.01,0.20403999183840033,0.34153999183840034,0.01,0.01,0.13749999999999998,Arthur John,15.0,5.0,McGovern,mcgovar01,1.0,1.0,-0.32
1951,0.01,0.01,0.01,0.01,0.0,N,0.01,0.01,0.0196078431372549,0.08960784313725491,0.01,0.01,0.07,Frank Jonah,1.0,0.01,Moore,moorege01,0.01,1.0,-0.02
1952,183.0,54.04,0.2561174551386623,469.0,35.0,N,7.089999999999999,0.13999999999999999,0.33429680885229623,0.663206153993289,167.01,0.13999999999999999,0.32890934514099274,Harry Harlan,1276.0,1099.0,Mowrey,mowremi01,485.0,14.0,20.09
1953,1.0,0.01,0.11538461538461539,0.01,0.0,N,0.01,0.01,0.11568024596464256,0.2714494767338733,0.01,0.01,0.15576923076923077,Clarence Hanford,9.0,3.0,Munson,munsore01,1.0,1.0,-0.36
1954,0.01,0.01,0.18181818181818182,0.01,0.0,N,0.01,0.01,0.18239564428312158,0.3696683715558488,0.01,0.01,0.18727272727272723,David Francis,3.0,2.0,Murphy,murphda03,0.01,1.0,-0.2
1955,0.01,0.01,0.0007692307692307692,0.01,0.0,N,0.01,0.01,0.0015360983102918587,0.006920713694907244,0.01,0.01,0.005384615384615385,Theophilus Fountain,4.0,0.01,Neal,nealof01,0.01,1.0,-0.28
1956,205.01,76.01,0.270362473347548,206.0,45.0,N,27.03,0.13999999999999999,0.3074189357111921,0.6711971873103393,197.01,0.13999999999999999,0.3637782515991471,Reuben Henry,1239.0,1268.0,Oldring,oldriru01,616.0,14.0,15.23
1957,20.0,6.039999999999999,0.17870722433460076,29.009999999999998,4.0,N,2.0699999999999994,0.08,0.22717272711012534,0.47867462825080975,4.049999999999999,0.08,0.2515019011406844,Orval,221.0,94.0,Overall,overaor01,39.0,8.0,0.63
1958,25.009999999999998,11.01,0.24497118155619596,34.01,4.0,N,5.02,0.04,0.284160917970084,0.6185989583159053,9.01,0.04,0.3344380403458213,Frank Walter,222.0,170.01,Owens,owensfr01,59.01,4.0,1.26
1959,16.07,6.089999999999998,0.14734338747099768,59.019999999999996,2.0,N,1.1300000000000001,0.13999999999999999,0.20368083539148144,0.38772955928939334,3.1099999999999985,0.13999999999999999,0.18404872389791188,Edward Marvin,401.0,127.01,Reulbach,reulbed01,52.0,14.0,-2.49
1960,8.02,6.02,0.23912536443148688,27.020000000000003,5.0,N,3.0299999999999994,0.04,0.3040580173838852,0.6281688045558969,8.02,0.04,0.32411078717201164,Wesley Branch,120.0,82.02,Rickey,rickebr01,38.02,4.0,1.09
1961,1.0,1.0,0.10344827586206896,2.0,0.0,N,0.01,0.01,0.16123831022250887,0.3691693447052675,0.01,0.01,0.20793103448275863,Percival Sumner,11.0,3.0,Rising,risinpo01,2.0,1.0,-0.23
1962,16.0,0.02,0.22141119221411193,47.0,18.0,N,0.02,0.02,0.32771732280156296,0.5883012644074024,11.01,0.02,0.2605839416058394,Isaac Broc,122.0,91.0,Rockenfield,rockeik01,43.0,2.0,0.44
1963,0.01,0.01,0.125,0.01,0.0,N,0.01,0.01,0.12546816479400746,0.25421816479400744,1.0,0.01,0.12874999999999998,Claude James,7.0,2.0,Rothgeb,rothgcl01,2.0,1.0,-0.18
1964,17.009999999999998,6.0,0.2224,21.009999999999998,1.0,N,0.03,0.03,0.2488408753709199,0.5178008753709199,4.02,0.03,0.26896,Bayard Heston,165.0,139.0,Sharpe,sharpbu01,40.0,3.0,-3.11
1965,0.02,0.02,0.2815625,2.01,1.0,N,0.02,0.02,0.34313445618041677,0.6284469561804167,3.01,0.02,0.28531249999999997,Francis Joseph,9.0,9.01,Shaughnessy,shaugsh01,2.01,2.0,0.14
1966,0.01,0.01,0.3333333333333333,0.01,0.0,N,0.01,0.01,0.33388704318936874,0.6772203765227021,0.01,0.01,0.34333333333333327,Gerald Joseph,2.0,2.0,Shea,sheage01,0.01,1.0,0.03
1967,3.0,4.0,0.20161290322580644,10.0,3.0,N,1.01,0.02,0.27733177638300976,0.5920898408991389,0.02,0.02,0.31475806451612903,John Herbert,39.0,25.0,Siegle,siegljo01,13.0,2.0,-0.3
1968,43.0,10.02,0.22473604826546004,87.0,17.0,N,3.0599999999999996,0.09,0.28110118943562995,0.5603017927538804,13.02,0.09,0.2792006033182504,Edward Russell,449.0,298.0,Spencer,spenctu01,106.0,9.0,4.45
1969,4.02,3.03,0.21069333333333334,51.01,6.0,N,0.04,0.04,0.31482467307024653,0.5527180064035799,13.02,0.04,0.23789333333333335,Charles Watkin,110.0,79.01,Starr,starrch01,33.01,4.0,0.21
1970,10.01,3.01,0.19642857142857142,29.01,2.0,N,1.01,0.02,0.264310819279078,0.51746558118384,2.01,0.02,0.25315476190476194,Albert Irving,105.0,66.0,Strobel,strobal01,29.0,2.0,-1.09
1971,25.030000000000005,8.04,0.2389405405405405,59.019999999999996,16.0,N,1.04,0.05,0.29601927865049443,0.5827760354072512,30.030000000000005,0.05,0.28675675675675677,Dennis William,255.0,221.01999999999998,Sullivan,sullide02,106.03000000000002,5.0,2.43
1972,0.02,0.02,0.15181818181818182,4.01,0.0,N,0.02,0.02,0.24358628139346475,0.3990408268480102,0.02,0.02,0.15545454545454543,John Eugene,14.0,5.01,Sullivan,sullijo02,4.01,2.0,-0.18
1973,0.01,1.0,0.3076923076923077,0.01,0.0,N,0.01,0.01,0.30798771121351765,0.7726030958289023,1.0,0.01,0.4646153846153846,Hugh Henry,4.0,4.0,Tate,tatehu01,1.0,1.0,0.12
1974,0.01,0.01,0.005,0.01,1.0,N,0.01,0.01,0.337748344370861,0.372748344370861,0.01,0.01,0.035,Forrest,2.0,0.01,Thomas,thomafr01,0.01,1.0,0.02
1975,11.01,2.0199999999999996,0.24817518248175183,10.01,1.0,N,1.02,0.03,0.2771891664327814,0.5914592394254822,6.02,0.03,0.31427007299270077,Howard John,113.0,68.0,Wakefield,wakefho01,24.0,3.0,0.96
1976,1.0,0.01,0.20689655172413793,3.0,0.0,N,0.01,0.01,0.28116213683223995,0.524265585108102,2.0,0.01,0.24310344827586206,James Leo,7.0,6.0,Wallace,wallaji01,3.0,1.0,-0.12
1977,1.01,0.02,0.1111111111111111,0.02,0.0,N,0.02,0.02,0.111542730299667,0.2534871747441114,0.02,0.02,0.14194444444444443,James Hiram,19.0,4.0,West,westhi01,2.01,2.0,-0.31
1978,0.01,0.01,0.07692307692307693,1.0,0.0,N,0.01,0.01,0.14275517487508924,0.22429363641355077,0.01,0.01,0.08153846153846155,William M.,4.0,1.0,Yale,yalead01,1.0,1.0,-0.17
1979,22.01,10.02,0.24232633279483037,29.01,4.0,N,1.02,0.03,0.2806729648487823,0.5958749034594446,21.0,0.03,0.3152019386106623,William Henry,170.0,150.0,Abstein,abstebi01,54.0,3.0,-0.43
1980,60.0,36.0,0.23713235294117646,30.0,39.0,N,7.0,0.04,0.2680712975591403,0.5989536505003168,27.0,0.04,0.33088235294117646,Charles Augustus,450.0,387.0,Alpermann,alperwh01,134.0,4.0,2.17
1981,36.01,21.01,0.2497116493656286,140.0,33.0,N,4.039999999999999,0.07,0.3177649483238686,0.6194662170666598,119.01,0.07,0.30170126874279124,David Tilden,514.0,433.0,Altizer,altizda01,204.0,7.0,7.63
1982,6.0,3.0,0.23773584905660378,43.0,4.0,N,2.0,0.01,0.35255280279478224,0.6582131801532728,13.0,0.01,0.30566037735849055,Harry Gregory,91.0,63.0,Armbruster,armbrha01,40.0,1.0,1.2
1983,167.01,73.01,0.27779197546639406,503.0,49.0,N,25.01,0.11999999999999998,0.3670674024438313,0.7440313687101232,187.01,0.11999999999999998,0.37696396626629186,John William,1154.0,1087.0,Bates,batesjo02,565.0,12.0,20.55
1984,24.0,9.0,0.24809575625680086,77.0,9.0,N,1.01,0.02,0.31243159340112636,0.6095262615186454,27.0,0.02,0.297094668117519,Justin Titus,240.0,228.0,Bennett,bennepu01,86.0,2.0,1.5
1985,89.01,27.01,0.25332320546904674,129.0,24.0,N,7.039999999999999,0.09,0.2943192789895516,0.6099858190579147,108.01,0.09,0.3156665400683631,Joseph Leo,771.0,667.0,Birmingham,birmijo01,284.0,9.0,3.3
1986,5.0,1.0,0.20833333333333334,5.0,1.0,N,0.01,0.01,0.23998400106659556,0.49713677884437335,4.0,0.01,0.2571527777777778,Arthur Henry,37.0,30.0,Brouthers,broutar01,18.0,1.0,-0.46
1987,12.0,1.01,0.20045558086560364,25.0,8.0,N,0.02,0.02,0.2563450701241473,0.48887354392824756,4.01,0.02,0.23252847380410022,Samuel Wakefield,141.0,88.0,Brown,brownsa01,29.0,2.0,-0.2
1988,48.0,20.0,0.25354691075514874,186.0,1.0,N,4.039999999999999,0.07,0.3123853849169712,0.6117538059696028,96.0,0.07,0.29936842105263156,Albert William,611.0,554.0,Burch,burchal01,254.0,7.0,2.26
1989,1.01,2.0,0.18840579710144928,12.0,0.0,N,0.02,0.02,0.25329956005865883,0.4784444875948907,4.0,0.02,0.2251449275362319,Frank Aloysius,51.0,26.0,Burke,burkefr01,8.0,2.0,-1.05
1990,0.01,1.0,0.17391304347826086,0.01,0.0,N,0.01,0.01,0.17419635099913117,0.4368050466513051,0.01,0.01,0.26260869565217393,James Joseph,10.0,4.0,Byrnes,byrneji01,2.0,1.0,-0.16
1991,4.0,0.01,0.1941747572815534,12.0,2.0,N,0.01,0.01,0.29057345526023415,0.5240686008913021,2.0,0.01,0.23349514563106796,Benjamin Thomas,30.0,20.0,Caffyn,caffybe01,16.0,1.0,-0.37
1992,67.00999999999999,14.02,0.2568527918781726,206.0,22.0,Y,6.059999999999999,0.09999999999999999,0.33392475319594195,0.6482547024345207,37.01,0.09999999999999999,0.31432994923857865,William Francis,709.0,506.0,Carrigan,carribi02,194.0,10.0,11.97
1993,41.010000000000005,18.02,0.2549889135254989,146.0,12.0,N,2.03,0.05,0.3328811091625029,0.6493186553561466,78.0,0.05,0.3164375461936437,Chester James,347.0,345.0,Chadbourne,chadbch01,183.01,5.0,0.95
1994,438.03999999999996,187.03999999999996,0.3332003216403659,1499.03,77.0,Y,47.08,0.25000000000000006,0.4243749392639484,0.8533999669049174,744.05,0.25000000000000006,0.42902502764096895,Edward Trowbridge,2826.0,3315.01,Collins,collied01,1821.02,25.0,123.89
1995,3.01,1.01,0.20958083832335328,9.0,1.0,N,0.02,0.02,0.25420856400406733,0.4942684442435883,1.01,0.02,0.240059880239521,Forrest A.,52.0,35.0,Crawford,crawffo01,8.01,2.0,0.16
1996,0.01,0.01,0.0009090909090909091,0.01,1.0,N,0.01,0.01,0.0848585690515807,0.09122220541521707,0.01,0.01,0.006363636363636364,Chester Arthur,6.0,0.01,Crist,cristch01,1.0,1.0,-0.19
1997,4.0,3.0,0.2077922077922078,6.0,0.0,N,0.01,0.01,0.22783848782751784,0.47905060903963903,15.0,0.01,0.2512121212121212,John Wesley,65.0,48.0,Deal,dealsn01,13.0,1.0,-0.74
1998,4.0,0.01,0.19879518072289157,6.0,2.0,N,0.01,0.01,0.23561864260674675,0.45881141369108414,2.0,0.01,0.22319277108433738,Jeremiah Francis,61.0,33.0,Donovan,donovje01,11.0,1.0,-0.27
1999,1.02,0.03,0.23088755576065217,1.02,0.0,N,0.03,0.02,0.2426949280847843,0.49157971504063724,0.03,0.02,0.24888478695585292,Carl A.,20.0,15.01,Druhot,druhoca01,8.01,3.0,0.15
2000,0.01,0.01,0.01,0.01,0.0,N,0.01,0.01,0.0196078431372549,0.08960784313725491,0.01,0.01,0.07,Patrick Henry,1.0,0.01,Duff,duffpa01,0.01,1.0,-0.02
2001,2.0,0.01,0.1875,2.0,1.0,N,0.01,0.01,0.25706940874035994,0.5086319087403599,0.01,0.01,0.25156249999999997,Harry Archibald,14.0,6.0,Eells,eellsha01,2.0,1.0,0.07
2002,6.02,1.05,0.18807339449541285,16.0,0.0,N,1.05,0.060000000000000005,0.24352730069213022,0.48329794289396505,1.05,0.060000000000000005,0.23977064220183483,Cecil Benoni,143.0,41.0,Ferguson,ferguge01,14.01,6.0,0.43
2003,0.01,0.01,0.01,0.01,0.0,N,0.01,0.01,0.0196078431372549,0.08960784313725491,0.01,0.01,0.07,William McKinnon,1.0,0.01,Fetzer,fetzewi01,0.01,1.0,-0.03
2004,1.01,0.02,0.2857142857142857,0.02,0.0,N,0.02,0.02,0.28612167300380226,0.6246931015752308,1.01,0.02,0.3385714285714285,Matthew William,11.0,6.0,Fitzgerald,fitzgma01,3.0,2.0,0.11
2005,6.01,0.03,0.17054263565891473,5.01,0.0,N,1.02,0.03,0.20150701283199043,0.4428248422893547,0.03,0.03,0.2413178294573643,Daniel Ralph,64.0,22.0,Glaze,glazera01,8.01,3.0,-0.1
2006,0.01,0.01,0.15126050420168066,13.0,2.0,N,0.01,0.01,0.24625027982986347,0.39801498571221644,2.0,0.01,0.15176470588235297,Eugene Joseph,34.0,18.0,Good,goodge01,4.0,1.0,-1.29
2007,1.0,0.01,0.23333333333333334,10.0,3.0,N,1.0,0.01,0.3300650422289098,0.6080650422289098,1.0,0.01,0.27799999999999997,Charles Henry,30.0,21.0,Graham,grahach01,10.0,1.0,0.45
2008,10.04,9.04,0.1967924528301887,17.040000000000003,5.0,N,2.0699999999999994,0.09,0.24177752906163358,0.5311036746141942,1.08,0.09,0.28932614555256064,Charles Louis,211.0,73.01,Hall,hallch02,32.029999999999994,9.0,0.76
2009,13.03,6.02,0.21414578587699315,45.019999999999996,1.0,N,3.0300000000000002,0.05,0.2886799843321582,0.5806389820542539,14.02,0.05,0.29195899772209566,John Joseph,158.0,94.00999999999999,Hannifin,hannija01,50.019999999999996,5.0,0.92
2010,112.0,55.019999999999996,0.2519788918205805,455.0,49.0,N,12.049999999999999,0.10999999999999999,0.32659621425503405,0.6353451148706892,182.0,0.10999999999999999,0.30874890061565524,Roy Allen,1290.0,1146.0,Hartzell,hartzro01,503.0,11.0,13.33
